Date,Away_Team,Home_Team,Away_Score,Home_Score,Home_Win,Away_L10,Home_L10,L10_Diff,Away_Pitcher_ERA,Home_Pitcher_ERA,ERA_Diff,Away_Lineup_OPS,Home_Lineup_OPS,OPS_Diff,Away_Bullpen_ERA,Home_Bullpen_ERA,Bullpen_ERA_Diff
2025-2026,Kia Tigers,Doosan Bears,8,6,1,0.5,0.5,0.0,4.35,4.03,-0.3199999999999994,0.742,0.753,0.01100000000000001,5.13,4.52,-0.6100000000000003
2025-2026,Kia Tigers,Lotte Giants,5,6,1,0.6,0.2,-0.39999999999999997,4.41,3.06,-1.35,0.771,0.745,-0.026000000000000023,4.96,3.46,-1.5
2025-2026,KT Wiz,Lotte Giants,2,7,0,0.8,0.3,-0.5,4.83,4.64,-0.1900000000000004,0.696,0.808,0.1120000000000001,3.26,4.5,1.2400000000000002
2025-2026,Doosan Bears,Kia Tigers,5,9,0,0.5,0.6,0.09999999999999998,3.21,4.39,1.1799999999999997,0.751,0.794,0.04300000000000004,2.51,4.07,1.5600000000000005
2025-2026,LG Twins,Kia Tigers,4,2,1,0.6,0.6,0.0,3.14,3.35,0.20999999999999996,0.695,0.66,-0.03499999999999992,4.95,4.89,-0.0600000000000005
2025-2026,SSG Landers,KT Wiz,4,2,0,0.5,0.7,0.19999999999999996,4.62,3.69,-0.9300000000000002,0.703,0.844,0.14100000000000001,3.34,5.03,1.6900000000000004
2025-2026,Lotte Giants,NC Dinos,8,3,0,0.4,0.1,-0.30000000000000004,4.44,3.25,-1.1900000000000004,0.656,0.838,0.18199999999999994,4.14,6.01,1.87
2025-2026,Lotte Giants,LG Twins,3,4,0,0.5,0.7,0.19999999999999996,4.4,4.05,-0.35000000000000053,0.685,0.717,0.03199999999999992,3.48,4.61,1.1300000000000003
2025-2026,SSG Landers,NC Dinos,3,4,0,0.5,0.1,-0.4,4.48,4.86,0.3799999999999999,0.659,0.779,0.12,3.04,4.43,1.3899999999999997
2025-2026,Hanwha Eagles,LG Twins,4,6,1,0.4,0.7,0.29999999999999993,3.66,3.31,-0.3500000000000001,0.681,0.785,0.10399999999999998,4.68,4.34,-0.33999999999999986
2025-2026,Doosan Bears,SSG Landers,3,2,1,0.4,0.5,0.09999999999999998,4.39,4.5,0.11000000000000032,0.803,0.771,-0.03200000000000003,4.83,3.95,-0.8799999999999999
2025-2026,Doosan Bears,Samsung Lions,3,8,1,0.5,0.6,0.09999999999999998,4.43,3.68,-0.7499999999999996,0.683,0.722,0.038999999999999924,3.9,4.44,0.5400000000000005
2025-2026,Hanwha Eagles,Samsung Lions,4,5,1,0.4,0.6,0.19999999999999996,3.63,3.47,-0.1599999999999997,0.898,0.715,-0.18300000000000005,2.49,3.99,1.5
2025-2026,Samsung Lions,Kia Tigers,5,3,1,0.7,0.6,-0.09999999999999998,5.69,4.01,-1.6800000000000006,0.77,0.753,-0.017000000000000015,3.92,4.32,0.40000000000000036
2025-2026,NC Dinos,Kia Tigers,3,4,1,0.2,0.5,0.3,4.58,3.27,-1.31,0.751,0.825,0.07399999999999995,4.57,5.12,0.5499999999999998
2025-2026,LG Twins,Lotte Giants,6,7,1,0.7,0.5,-0.19999999999999996,3.25,3.66,0.41000000000000014,0.688,0.788,0.10000000000000009,3.26,3.5,0.2400000000000002
2025-2026,Lotte Giants,Kiwoom Heroes,4,3,0,0.6,0.7,0.09999999999999998,4.73,3.14,-1.5900000000000003,0.782,0.733,-0.049000000000000044,4.43,5.0,0.5700000000000003
2025-2026,KT Wiz,Kiwoom Heroes,7,5,0,0.6,0.6,0.0,3.42,5.67,2.25,0.705,0.801,0.09600000000000009,4.29,5.12,0.8300000000000001
2025-2026,KT Wiz,Hanwha Eagles,4,8,0,0.6,0.4,-0.19999999999999996,4.83,4.13,-0.7000000000000002,0.747,0.6,-0.14700000000000002,4.71,4.12,-0.5899999999999999
2025-2026,SSG Landers,LG Twins,6,5,1,0.4,0.6,0.19999999999999996,5.13,3.54,-1.5899999999999999,0.894,0.824,-0.07000000000000006,4.38,2.71,-1.67
2025-2026,Lotte Giants,KT Wiz,3,4,0,0.7,0.5,-0.19999999999999996,3.54,4.27,0.7299999999999995,0.734,0.651,-0.08299999999999996,3.62,3.77,0.1499999999999999
2025-2026,Kiwoom Heroes,Kia Tigers,4,5,1,0.6,0.5,-0.09999999999999998,4.97,4.01,-0.96,0.809,0.733,-0.07600000000000007,5.14,5.11,-0.02999999999999936
2025-2026,Lotte Giants,SSG Landers,9,6,0,0.7,0.4,-0.29999999999999993,4.53,3.92,-0.6100000000000003,0.698,0.688,-0.010000000000000009,4.19,4.18,-0.010000000000000675
2025-2026,Samsung Lions,SSG Landers,4,2,1,0.7,0.4,-0.29999999999999993,4.86,4.59,-0.27000000000000046,0.738,0.677,-0.06099999999999994,4.28,3.5,-0.7800000000000002
2025-2026,Hanwha Eagles,NC Dinos,4,2,0,0.4,0.2,-0.2,5.72,4.71,-1.0099999999999998,0.846,0.825,-0.02100000000000002,3.65,3.85,0.20000000000000018
2025-2026,Kia Tigers,Hanwha Eagles,4,2,1,0.5,0.5,0.0,4.0,3.68,-0.31999999999999984,0.702,0.727,0.025000000000000022,3.99,4.79,0.7999999999999998
2025-2026,Doosan Bears,Lotte Giants,6,8,0,0.5,0.7,0.19999999999999996,3.6,3.64,0.040000000000000036,0.849,0.776,-0.07299999999999995,3.68,4.58,0.8999999999999999
2025-2026,NC Dinos,Kiwoom Heroes,4,7,0,0.2,0.5,0.3,3.49,3.88,0.3899999999999997,0.782,0.752,-0.030000000000000027,4.18,4.03,-0.14999999999999947
2025-2026,Hanwha Eagles,Doosan Bears,3,2,1,0.5,0.4,-0.09999999999999998,3.55,2.26,-1.29,0.706,0.784,0.07800000000000007,5.5,3.94,-1.56
2025-2026,Lotte Giants,SSG Landers,7,8,1,0.8,0.4,-0.4,4.14,2.89,-1.2499999999999996,0.778,0.76,-0.018000000000000016,3.34,3.93,0.5900000000000003
2025-2026,NC Dinos,KT Wiz,5,10,0,0.2,0.5,0.3,4.47,5.19,0.7200000000000006,0.798,0.678,-0.12,3.17,3.55,0.3799999999999999
2025-2026,Lotte Giants,Samsung Lions,9,3,0,0.7,0.8,0.10000000000000009,4.42,5.42,1.0,0.777,0.815,0.03799999999999992,5.33,5.33,0.0
2025-2026,Hanwha Eagles,NC Dinos,4,5,0,0.6,0.2,-0.39999999999999997,4.86,3.9,-0.9600000000000004,0.646,0.725,0.07899999999999996,4.15,3.97,-0.18000000000000016
2025-2026,Samsung Lions,NC Dinos,4,6,0,0.7,0.3,-0.39999999999999997,4.21,4.56,0.34999999999999964,0.696,0.662,-0.03399999999999992,3.83,5.05,1.2199999999999998
2025-2026,Samsung Lions,LG Twins,4,5,1,0.6,0.6,0.0,5.36,4.35,-1.0100000000000007,0.725,0.729,0.0040000000000000036,5.03,5.26,0.22999999999999954
2025-2026,Kiwoom Heroes,Samsung Lions,2,4,0,0.5,0.5,0.0,3.99,6.56,2.5699999999999994,0.736,0.845,0.10899999999999999,3.88,4.9,1.0200000000000005
2025-2026,Lotte Giants,Doosan Bears,4,6,1,0.7,0.4,-0.29999999999999993,6.38,5.0,-1.38,0.777,0.806,0.029000000000000026,5.58,3.9,-1.6800000000000002
2025-2026,Lotte Giants,LG Twins,4,6,0,0.6,0.6,0.0,4.7,4.0,-0.7000000000000002,0.751,0.734,-0.017000000000000015,4.77,4.48,-0.28999999999999915
2025-2026,NC Dinos,Kiwoom Heroes,7,6,1,0.4,0.4,0.0,3.51,3.34,-0.16999999999999993,0.66,0.734,0.07399999999999995,3.96,4.18,0.21999999999999975
2025-2026,NC Dinos,Samsung Lions,6,7,1,0.4,0.6,0.19999999999999996,3.34,2.81,-0.5299999999999998,0.763,0.736,-0.027000000000000024,5.81,3.57,-2.2399999999999998
2025-2026,Samsung Lions,Doosan Bears,2,9,0,0.7,0.4,-0.29999999999999993,4.59,4.26,-0.33000000000000007,0.777,0.88,0.10299999999999998,3.88,4.43,0.5499999999999998
2025-2026,NC Dinos,Samsung Lions,8,7,1,0.4,0.6,0.19999999999999996,4.02,3.49,-0.5299999999999994,0.774,0.778,0.0040000000000000036,4.82,3.37,-1.4500000000000002
2025-2026,KT Wiz,Lotte Giants,2,3,0,0.5,0.5,0.0,4.77,2.96,-1.8099999999999996,0.805,0.781,-0.02400000000000002,4.51,5.03,0.5200000000000005
2025-2026,Doosan Bears,LG Twins,6,5,0,0.4,0.7,0.29999999999999993,4.58,3.58,-1.0,0.79,0.817,0.026999999999999913,5.21,3.87,-1.3399999999999999
2025-2026,SSG Landers,Doosan Bears,3,6,1,0.4,0.4,0.0,4.14,3.23,-0.9099999999999997,0.768,0.769,0.0010000000000000009,5.39,4.34,-1.0499999999999998
2025-2026,LG Twins,KT Wiz,7,8,0,0.6,0.5,-0.09999999999999998,3.52,5.45,1.9300000000000002,0.736,0.739,0.0030000000000000027,4.32,4.4,0.08000000000000007
2025-2026,NC Dinos,Lotte Giants,2,6,0,0.5,0.6,0.09999999999999998,2.99,4.81,1.8199999999999994,0.64,0.743,0.10299999999999998,3.77,4.02,0.24999999999999956
2025-2026,Doosan Bears,Kia Tigers,2,7,0,0.5,0.5,0.0,3.84,4.09,0.25,0.766,0.751,-0.015000000000000013,4.62,4.61,-0.009999999999999787
2025-2026,Kia Tigers,KT Wiz,2,5,0,0.6,0.5,-0.09999999999999998,4.89,5.28,0.39000000000000057,0.752,0.753,0.0010000000000000009,3.83,3.87,0.040000000000000036
2025-2026,KT Wiz,Doosan Bears,3,4,1,0.6,0.5,-0.09999999999999998,4.37,4.16,-0.20999999999999996,0.756,0.799,0.04300000000000004,5.71,4.81,-0.9000000000000004
2025-2026,NC Dinos,Kia Tigers,3,6,1,0.4,0.6,0.19999999999999996,3.2,3.41,0.20999999999999996,0.663,0.758,0.09499999999999997,4.4,3.26,-1.1400000000000006
2025-2026,SSG Landers,LG Twins,7,1,0,0.4,0.5,0.09999999999999998,4.34,5.32,0.9800000000000004,0.675,0.799,0.124,4.04,4.29,0.25
2025-2026,Doosan Bears,Kia Tigers,6,10,0,0.6,0.6,0.0,4.51,4.53,0.020000000000000462,0.803,0.75,-0.05300000000000005,4.43,5.56,1.13
2025-2026,Hanwha Eagles,KT Wiz,6,7,0,0.5,0.5,0.0,3.49,3.27,-0.2200000000000002,0.738,0.76,0.02200000000000002,3.36,3.5,0.14000000000000012
2025-2026,SSG Landers,Samsung Lions,6,8,0,0.4,0.5,0.09999999999999998,4.32,3.95,-0.3700000000000001,0.781,0.635,-0.14600000000000002,3.62,3.73,0.10999999999999988
2025-2026,KT Wiz,SSG Landers,2,7,1,0.6,0.4,-0.19999999999999996,4.25,3.4,-0.8500000000000001,0.742,0.81,0.06800000000000006,5.14,4.56,-0.5800000000000001
2025-2026,Samsung Lions,Kiwoom Heroes,1,2,0,0.5,0.3,-0.2,3.29,2.99,-0.2999999999999998,0.742,0.776,0.03400000000000003,3.84,4.33,0.4900000000000002
2025-2026,Kiwoom Heroes,NC Dinos,3,7,0,0.3,0.4,0.10000000000000003,4.49,4.84,0.34999999999999964,0.796,0.815,0.018999999999999906,3.57,4.45,0.8800000000000003
2025-2026,Samsung Lions,Kiwoom Heroes,9,5,0,0.4,0.2,-0.2,4.65,5.63,0.9799999999999995,0.709,0.6,-0.10899999999999999,4.68,4.54,-0.13999999999999968
2025-2026,NC Dinos,Kiwoom Heroes,4,1,1,0.5,0.2,-0.3,5.07,2.98,-2.0900000000000003,0.746,0.88,0.134,5.13,4.64,-0.4900000000000002
2025-2026,SSG Landers,NC Dinos,6,3,0,0.4,0.6,0.19999999999999996,5.04,4.55,-0.4900000000000002,0.712,0.747,0.03500000000000003,4.8,4.98,0.1800000000000006
2025-2026,LG Twins,Samsung Lions,6,7,1,0.5,0.4,-0.09999999999999998,3.1,3.58,0.48,0.714,0.821,0.10699999999999998,5.0,4.49,-0.5099999999999998
2025-2026,Hanwha Eagles,Doosan Bears,4,3,0,0.5,0.5,0.0,3.45,3.71,0.2599999999999998,0.721,0.693,-0.028000000000000025,3.77,4.03,0.26000000000000023
2025-2026,Lotte Giants,LG Twins,3,5,0,0.6,0.4,-0.19999999999999996,4.61,3.63,-0.9800000000000004,0.753,0.792,0.039000000000000035,3.3,4.67,1.37
2025-2026,NC Dinos,SSG Landers,5,3,0,0.6,0.5,-0.09999999999999998,4.61,3.41,-1.2000000000000002,0.711,0.692,-0.019000000000000017,5.35,5.53,0.1800000000000006
2025-2026,Doosan Bears,KT Wiz,5,4,0,0.5,0.6,0.09999999999999998,4.61,4.14,-0.47000000000000064,0.815,0.718,-0.09699999999999998,4.07,4.11,0.040000000000000036
2025-2026,Lotte Giants,Samsung Lions,6,5,1,0.5,0.5,0.0,7.28,3.44,-3.8400000000000003,0.686,0.87,0.18399999999999994,4.12,3.52,-0.6000000000000001
2025-2026,Kiwoom Heroes,LG Twins,4,7,1,0.2,0.4,0.2,4.66,4.32,-0.33999999999999986,0.729,0.744,0.015000000000000013,5.23,4.97,-0.2600000000000007
2025-2026,LG Twins,NC Dinos,4,3,1,0.4,0.6,0.19999999999999996,5.11,4.06,-1.0500000000000007,0.714,0.768,0.05400000000000005,4.69,4.12,-0.5700000000000003
2025-2026,Kia Tigers,Doosan Bears,3,4,0,0.7,0.6,-0.09999999999999998,4.96,3.91,-1.0499999999999998,0.827,0.807,-0.019999999999999907,4.62,2.68,-1.94
2025-2026,Kia Tigers,LG Twins,9,5,1,0.6,0.5,-0.09999999999999998,4.72,3.37,-1.3499999999999996,0.752,0.785,0.03300000000000003,5.82,4.79,-1.0300000000000002
2025-2026,LG Twins,NC Dinos,2,4,1,0.5,0.5,0.0,3.95,3.64,-0.31000000000000005,0.802,0.764,-0.038000000000000034,3.85,3.83,-0.020000000000000018
2025-2026,Hanwha Eagles,Kiwoom Heroes,6,3,0,0.5,0.2,-0.3,4.81,4.7,-0.10999999999999943,0.651,0.777,0.126,4.95,4.14,-0.8100000000000005
2025-2026,Lotte Giants,KT Wiz,9,2,1,0.6,0.5,-0.09999999999999998,3.58,4.5,0.9199999999999999,0.756,0.899,0.14300000000000002,4.34,4.43,0.08999999999999986
2025-2026,Kiwoom Heroes,Kia Tigers,2,6,0,0.2,0.7,0.49999999999999994,4.01,3.32,-0.69,0.793,0.752,-0.041000000000000036,4.49,4.33,-0.16000000000000014
2025-2026,Kiwoom Heroes,LG Twins,1,4,0,0.2,0.4,0.2,3.81,4.18,0.36999999999999966,0.745,0.767,0.02200000000000002,5.37,4.7,-0.6699999999999999
2025-2026,Hanwha Eagles,Lotte Giants,6,5,0,0.5,0.6,0.09999999999999998,4.27,4.7,0.4300000000000006,0.804,0.818,0.013999999999999901,4.66,3.9,-0.7600000000000002
2025-2026,Doosan Bears,Samsung Lions,4,7,1,0.7,0.5,-0.19999999999999996,6.05,2.76,-3.29,0.709,0.821,0.11199999999999999,4.68,4.56,-0.1200000000000001
2025-2026,Hanwha Eagles,NC Dinos,5,4,1,0.6,0.5,-0.09999999999999998,2.71,4.53,1.8200000000000003,0.825,0.826,0.0010000000000000009,5.05,4.02,-1.0300000000000002
2025-2026,KT Wiz,Kia Tigers,5,3,0,0.5,0.8,0.30000000000000004,4.75,3.57,-1.1800000000000002,0.878,0.793,-0.08499999999999996,4.04,4.72,0.6799999999999997
2025-2026,NC Dinos,KT Wiz,3,2,0,0.5,0.5,0.0,2.91,4.56,1.6499999999999995,0.718,0.686,-0.03199999999999992,3.71,4.63,0.9199999999999999
2025-2026,Lotte Giants,Hanwha Eagles,5,2,0,0.5,0.7,0.19999999999999996,3.82,3.49,-0.3299999999999996,0.713,0.853,0.14,3.57,3.55,-0.020000000000000018
2025-2026,SSG Landers,Doosan Bears,6,4,1,0.5,0.6,0.09999999999999998,5.07,2.66,-2.41,0.827,0.686,-0.1409999999999999,2.92,4.96,2.04
2025-2026,Lotte Giants,Samsung Lions,2,4,1,0.6,0.6,0.0,4.25,2.8,-1.4500000000000002,0.835,0.773,-0.061999999999999944,5.74,3.82,-1.9200000000000004
2025-2026,NC Dinos,Hanwha Eagles,4,3,0,0.5,0.6,0.09999999999999998,3.34,4.14,0.7999999999999998,0.709,0.71,0.0010000000000000009,3.53,4.77,1.2399999999999998
2025-2026,Kia Tigers,Hanwha Eagles,7,8,0,0.7,0.5,-0.19999999999999996,3.63,4.31,0.6799999999999997,0.715,0.751,0.03600000000000003,4.15,4.46,0.3099999999999996
2025-2026,Kiwoom Heroes,SSG Landers,4,5,0,0.1,0.5,0.4,4.74,3.38,-1.3600000000000003,0.723,0.775,0.052000000000000046,4.11,5.49,1.38
2025-2026,Kia Tigers,Hanwha Eagles,4,3,0,0.6,0.6,0.0,3.62,4.61,0.9900000000000002,0.659,0.774,0.11499999999999999,4.52,4.04,-0.47999999999999954
2025-2026,Doosan Bears,KT Wiz,3,7,1,0.5,0.4,-0.09999999999999998,4.37,2.77,-1.6,0.685,0.78,0.09499999999999997,4.87,3.96,-0.9100000000000001
2025-2026,Kia Tigers,Kiwoom Heroes,2,6,1,0.6,0.1,-0.5,4.24,4.05,-0.1900000000000004,0.68,0.852,0.17199999999999993,4.9,4.19,-0.71
2025-2026,Doosan Bears,NC Dinos,5,4,1,0.4,0.6,0.19999999999999996,3.68,3.13,-0.5500000000000003,0.694,0.782,0.08800000000000008,3.89,3.99,0.10000000000000009
2025-2026,LG Twins,Doosan Bears,4,6,1,0.4,0.4,0.0,5.92,3.58,-2.34,0.738,0.74,0.0020000000000000018,4.18,4.76,0.5800000000000001
2025-2026,SSG Landers,Kiwoom Heroes,5,6,1,0.6,0.2,-0.39999999999999997,4.71,4.14,-0.5700000000000003,0.754,0.813,0.05899999999999994,4.5,3.07,-1.4300000000000002
2025-2026,Samsung Lions,Hanwha Eagles,2,3,1,0.6,0.5,-0.09999999999999998,2.58,3.41,0.8300000000000001,0.833,0.826,-0.007000000000000006,4.13,3.46,-0.6699999999999999
2025-2026,Kia Tigers,SSG Landers,5,6,1,0.5,0.6,0.09999999999999998,4.35,3.79,-0.5599999999999996,0.68,0.681,0.0010000000000000009,5.43,3.45,-1.9799999999999995
2025-2026,Kia Tigers,Kiwoom Heroes,4,3,0,0.5,0.2,-0.3,3.67,4.91,1.2400000000000002,0.799,0.791,-0.008000000000000007,4.64,4.87,0.23000000000000043
2025-2026,Lotte Giants,Doosan Bears,4,3,1,0.5,0.5,0.0,4.88,3.64,-1.2399999999999998,0.727,0.797,0.07000000000000006,4.81,5.4,0.5900000000000007
2025-2026,Samsung Lions,NC Dinos,4,2,0,0.5,0.6,0.09999999999999998,3.57,4.77,1.1999999999999997,0.737,0.737,0.0,4.76,4.13,-0.6299999999999999
2025-2026,Kia Tigers,Hanwha Eagles,5,1,0,0.5,0.6,0.09999999999999998,4.11,3.2,-0.9100000000000001,0.78,0.838,0.05799999999999994,5.12,4.08,-1.04
2025-2026,SSG Landers,Doosan Bears,9,4,1,0.6,0.4,-0.19999999999999996,4.6,4.52,-0.08000000000000007,0.673,0.746,0.07299999999999995,4.43,4.25,-0.17999999999999972
2025-2026,Kiwoom Heroes,Samsung Lions,7,2,0,0.2,0.6,0.39999999999999997,4.89,5.25,0.3600000000000003,0.763,0.763,0.0,3.39,5.01,1.6199999999999997
2025-2026,LG Twins,Hanwha Eagles,3,4,1,0.4,0.6,0.19999999999999996,3.24,2.12,-1.12,0.75,0.745,-0.0050000000000000044,4.58,3.55,-1.0300000000000002
2025-2026,Kiwoom Heroes,NC Dinos,3,7,1,0.3,0.5,0.2,3.93,3.46,-0.4700000000000002,0.77,0.756,-0.014000000000000012,3.84,4.37,0.5300000000000002
2025-2026,Samsung Lions,Kia Tigers,3,5,1,0.6,0.5,-0.09999999999999998,3.82,4.56,0.7399999999999998,0.757,0.689,-0.06800000000000006,3.93,4.88,0.9499999999999997
2025-2026,Kia Tigers,Samsung Lions,5,6,0,0.6,0.5,-0.09999999999999998,3.68,3.94,0.2599999999999998,0.887,0.669,-0.21799999999999997,4.71,4.55,-0.16000000000000014
2025-2026,Kia Tigers,LG Twins,5,4,0,0.5,0.4,-0.09999999999999998,5.61,4.4,-1.21,0.702,0.851,0.14900000000000002,5.17,4.33,-0.8399999999999999
2025-2026,Hanwha Eagles,Lotte Giants,4,3,0,0.6,0.6,0.0,4.52,3.62,-0.8999999999999995,0.708,0.704,-0.0040000000000000036,4.31,4.9,0.5900000000000007
2025-2026,LG Twins,Hanwha Eagles,2,7,1,0.4,0.6,0.19999999999999996,3.19,4.17,0.98,0.703,0.696,-0.007000000000000006,4.52,2.31,-2.2099999999999995
2025-2026,Doosan Bears,Kia Tigers,3,4,1,0.4,0.5,0.09999999999999998,4.93,3.98,-0.9499999999999997,0.707,0.626,-0.08099999999999996,5.49,4.67,-0.8200000000000003
2025-2026,SSG Landers,Kia Tigers,4,3,1,0.7,0.6,-0.09999999999999998,5.9,5.03,-0.8700000000000001,0.702,0.717,0.015000000000000013,4.47,3.74,-0.7299999999999995
2025-2026,NC Dinos,Doosan Bears,5,7,1,0.5,0.4,-0.09999999999999998,5.03,4.3,-0.7300000000000004,0.811,0.676,-0.135,6.12,2.92,-3.2
2025-2026,Doosan Bears,KT Wiz,3,5,1,0.4,0.5,0.09999999999999998,2.98,4.37,1.3900000000000001,0.825,0.854,0.029000000000000026,4.7,4.56,-0.14000000000000057
2025-2026,Kiwoom Heroes,SSG Landers,5,2,1,0.3,0.7,0.39999999999999997,3.81,3.77,-0.040000000000000036,0.706,0.816,0.10999999999999999,3.07,5.16,2.0900000000000003
2025-2026,Samsung Lions,LG Twins,2,3,0,0.6,0.4,-0.19999999999999996,5.21,3.71,-1.5,0.69,0.714,0.02400000000000002,4.83,4.1,-0.7300000000000004
2025-2026,KT Wiz,SSG Landers,1,4,0,0.5,0.7,0.19999999999999996,3.63,3.75,0.1200000000000001,0.768,0.89,0.122,4.57,4.87,0.2999999999999998
2025-2026,Kiwoom Heroes,SSG Landers,2,3,1,0.4,0.7,0.29999999999999993,4.56,4.42,-0.13999999999999968,0.707,0.814,0.10699999999999998,5.2,5.33,0.1299999999999999
2025-2026,Doosan Bears,Hanwha Eagles,4,2,0,0.3,0.6,0.3,4.82,3.76,-1.0600000000000005,0.778,0.736,-0.04200000000000004,4.77,5.12,0.35000000000000053
2025-2026,Kiwoom Heroes,LG Twins,4,3,0,0.4,0.4,0.0,3.46,4.33,0.8700000000000001,0.752,0.605,-0.14700000000000002,4.2,5.35,1.1499999999999995
2025-2026,Lotte Giants,NC Dinos,5,6,0,0.6,0.5,-0.09999999999999998,4.15,5.76,1.6099999999999994,0.649,0.892,0.243,3.44,4.72,1.2799999999999998
2025-2026,KT Wiz,Kiwoom Heroes,6,8,0,0.4,0.5,0.09999999999999998,1.61,4.8,3.1899999999999995,0.833,0.672,-0.16099999999999992,4.15,4.25,0.09999999999999964
2025-2026,SSG Landers,KT Wiz,4,7,0,0.7,0.4,-0.29999999999999993,3.38,3.84,0.45999999999999996,0.848,0.656,-0.19199999999999995,3.7,3.08,-0.6200000000000001
2025-2026,Hanwha Eagles,KT Wiz,2,3,0,0.5,0.4,-0.09999999999999998,4.0,5.06,1.0599999999999996,0.703,0.816,0.11299999999999999,3.89,4.03,0.14000000000000012
2025-2026,KT Wiz,Doosan Bears,3,5,0,0.5,0.4,-0.09999999999999998,3.2,3.77,0.5699999999999998,0.717,0.9,0.18300000000000005,4.71,3.61,-1.1
2025-2026,KT Wiz,Hanwha Eagles,3,4,1,0.5,0.5,0.0,5.51,2.47,-3.0399999999999996,0.757,0.838,0.08099999999999996,5.47,5.72,0.25
2025-2026,NC Dinos,Kiwoom Heroes,2,5,0,0.5,0.6,0.09999999999999998,3.06,3.29,0.22999999999999998,0.76,0.789,0.029000000000000026,4.58,4.08,-0.5
2025-2026,Kiwoom Heroes,Doosan Bears,1,4,1,0.7,0.5,-0.19999999999999996,3.85,2.6,-1.25,0.78,0.791,0.01100000000000001,3.46,4.29,0.8300000000000001
2025-2026,Kia Tigers,SSG Landers,5,4,0,0.6,0.7,0.09999999999999998,4.3,3.82,-0.48,0.861,0.806,-0.05499999999999994,4.61,4.59,-0.020000000000000462
2025-2026,Doosan Bears,Kia Tigers,6,3,1,0.6,0.6,0.0,5.35,4.11,-1.2399999999999993,0.729,0.801,0.07200000000000006,5.14,4.23,-0.9099999999999993
2025-2026,Doosan Bears,Kiwoom Heroes,4,3,0,0.6,0.6,0.0,3.05,5.44,2.3900000000000006,0.692,0.772,0.08000000000000007,3.87,5.39,1.5199999999999996
2025-2026,LG Twins,Kia Tigers,3,5,1,0.3,0.6,0.3,5.13,4.36,-0.7699999999999996,0.657,0.761,0.10399999999999998,4.21,3.76,-0.4500000000000002
2025-2026,Hanwha Eagles,Kia Tigers,5,6,0,0.6,0.7,0.09999999999999998,4.21,3.92,-0.29000000000000004,0.696,0.751,0.05500000000000005,4.31,4.34,0.03000000000000025
2025-2026,SSG Landers,LG Twins,5,7,1,0.6,0.2,-0.39999999999999997,3.41,4.76,1.3499999999999996,0.738,0.71,-0.028000000000000025,3.75,3.68,-0.06999999999999984
2025-2026,Kiwoom Heroes,KT Wiz,7,8,1,0.5,0.5,0.0,4.57,2.33,-2.24,0.848,0.738,-0.10999999999999999,4.75,3.28,-1.4700000000000002
2025-2026,Hanwha Eagles,SSG Landers,7,2,1,0.5,0.5,0.0,4.36,4.29,-0.07000000000000028,0.709,0.653,-0.05599999999999994,4.22,3.77,-0.44999999999999973
2025-2026,KT Wiz,Doosan Bears,4,6,0,0.5,0.6,0.09999999999999998,3.72,4.72,0.9999999999999996,0.753,0.749,-0.0040000000000000036,4.59,4.17,-0.41999999999999993
2025-2026,Doosan Bears,Kiwoom Heroes,4,3,0,0.7,0.5,-0.19999999999999996,4.26,2.92,-1.3399999999999999,0.739,0.696,-0.04300000000000004,3.68,3.9,0.21999999999999975
2025-2026,Kiwoom Heroes,NC Dinos,6,4,0,0.4,0.5,0.09999999999999998,3.89,5.02,1.1299999999999994,0.811,0.689,-0.12200000000000011,3.99,3.72,-0.27
2025-2026,KT Wiz,Doosan Bears,6,10,1,0.5,0.8,0.30000000000000004,4.29,4.37,0.08000000000000007,0.892,0.766,-0.126,4.81,3.22,-1.5899999999999994
2025-2026,SSG Landers,Kiwoom Heroes,2,3,1,0.5,0.5,0.0,4.73,3.77,-0.9600000000000004,0.708,0.839,0.131,4.04,4.14,0.09999999999999964
2025-2026,NC Dinos,Samsung Lions,6,3,1,0.4,0.5,0.09999999999999998,5.47,4.61,-0.8599999999999994,0.711,0.81,0.09900000000000009,5.51,3.15,-2.36
2025-2026,Hanwha Eagles,NC Dinos,3,4,0,0.6,0.5,-0.09999999999999998,3.21,5.92,2.71,0.803,0.661,-0.14200000000000002,4.02,4.73,0.7100000000000009
2025-2026,NC Dinos,Kiwoom Heroes,5,4,1,0.5,0.5,0.0,5.91,4.25,-1.6600000000000001,0.781,0.696,-0.08500000000000008,4.46,4.26,-0.20000000000000018
2025-2026,Doosan Bears,LG Twins,3,5,0,0.9,0.3,-0.6000000000000001,2.64,4.3,1.6599999999999997,0.851,0.811,-0.039999999999999925,4.95,3.18,-1.77
2025-2026,Hanwha Eagles,Kiwoom Heroes,8,13,1,0.5,0.5,0.0,4.08,3.73,-0.3500000000000001,0.775,0.696,-0.07900000000000007,3.31,3.98,0.6699999999999999
2025-2026,NC Dinos,Kia Tigers,5,4,1,0.5,0.7,0.19999999999999996,4.67,3.42,-1.25,0.718,0.742,0.02400000000000002,3.07,3.67,0.6000000000000001
2025-2026,Lotte Giants,Kia Tigers,2,3,0,0.5,0.6,0.09999999999999998,4.42,4.76,0.33999999999999986,0.775,0.788,0.013000000000000012,3.23,4.42,1.19
